[atlas] worker 0/3: label --net porcelain=runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt --rounds 0-1 --sims 4096 --slots 256 --part 0/3 --out data/cloud/opening/porcelain_r01_s4096.part0.npz --workers 1 --seed 1
[atlas] worker 1/3: label --net porcelain=runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt --rounds 0-1 --sims 4096 --slots 256 --part 1/3 --out data/cloud/opening/porcelain_r01_s4096.part1.npz --workers 1 --seed 2
[atlas] worker 2/3: label --net porcelain=runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt --rounds 0-1 --sims 4096 --slots 256 --part 2/3 --out data/cloud/opening/porcelain_r01_s4096.part2.npz --workers 1 --seed 3
[atlas] 3795 games, rounds 0-1: 28871 positions (14432 target-seat)
[atlas] 3795 games, rounds 0-1: 28871 positions (14372 target-seat)
[atlas] 3795 games, rounds 0-1: 28871 positions (14376 target-seat)
[atlas] net porcelain (runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt) on mps; 4096 sims, 256 slots; c_puct 1.4, chance_children 4
[atlas] net porcelain (runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt) on mps; 4096 sims, 256 slots; c_puct 1.4, chance_children 4
[atlas] net porcelain (runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt) on mps; 4096 sims, 256 slots; c_puct 1.4, chance_children 4
[atlas] 8885/28871 positions, 36,419,072 evals, 18,114/s, 33.5 min
[atlas] 9138/28871 positions, 36,945,408 evals, 18,105/s, 34.0 min
[atlas] 9139/28871 positions, 36,874,240 evals, 18,071/s, 34.0 min
[atlas] 9150/28871 positions, 36,873,216 evals, 18,070/s, 34.0 min
[atlas] 9138/28871 positions, 37,416,448 evals, 18,070/s, 34.5 min
[atlas] 9139/28871 positions, 37,347,328 evals, 18,038/s, 34.5 min
[atlas] 9150/28871 positions, 37,348,608 evals, 18,038/s, 34.5 min
[atlas] 9396/28871 positions, 37,889,280 evals, 18,037/s, 35.0 min
[atlas] 9398/28871 positions, 37,817,856 evals, 18,004/s, 35.0 min
[atlas] 9412/28871 positions, 37,816,576 evals, 18,003/s, 35.0 min
[atlas] 9396/28871 positions, 38,347,008 evals, 17,998/s, 35.5 min
[atlas] 9398/28871 positions, 38,281,728 evals, 17,968/s, 35.5 min
[atlas] 9412/28871 positions, 38,279,680 evals, 17,967/s, 35.5 min
[atlas] 9396/28871 positions, 38,748,160 evals, 17,934/s, 36.0 min
[atlas] 9398/28871 positions, 38,683,904 evals, 17,905/s, 36.0 min
[atlas] 9412/28871 positions, 38,685,952 evals, 17,905/s, 36.0 min
[atlas] 9656/28871 positions, 39,255,808 evals, 17,920/s, 36.5 min
